project_id,requirement_id,requirement_title,family_id,event_count,ambiguous_count,defer_count,implementation_claim_count,introduce_count,modify_count,remove_count,resume_count,runtime_failure_count,runtime_verification_count
43214420,REQ_ADDRESSABLE_LED_POWER_AND_LOGIC,Addressable-LED Power and Data Interface,LIGHTING_AND_DISPLAY,16,3,0,0,1,10,0,2,0,0
43214420,REQ_LED_DAUGHTERBOARD,Eight-LED Daughterboard,LIGHTING_AND_DISPLAY,7,2,0,0,1,2,0,2,0,0
43214420,REQ_EPAPER_BACKLIGHT,External E-Paper Backlight,LIGHTING_AND_DISPLAY,4,1,0,0,1,1,0,1,0,0
43214420,REQ_BOARD_TOPOLOGY,Project Board Topology,BOARD_ARCHITECTURE,3,0,0,0,1,2,0,0,0,0
43214420,REQ_INTERBOARD_POWER_SIGNAL_INTERFACE,Legacy Interboard Power and Signal Interface,BOARD_ARCHITECTURE,9,0,0,0,1,8,0,0,0,0
43214420,REQ_POWER_BOARD_FORM_FACTOR,Power-Board Form Factor and Mounting,BOARD_ARCHITECTURE,4,0,0,0,1,3,0,0,0,0
43214420,REQ_POWER_BOARD_CONNECTOR_ACCESS,Power-Board Connector Accessibility,BOARD_ARCHITECTURE,10,1,0,0,1,7,0,1,0,0
43214420,REQ_LEGACY_MAIN_BOARD_FORM_FACTOR,Legacy Main-Board Fit and Routing,BOARD_ARCHITECTURE,7,0,0,1,0,3,1,0,2,0
43214420,REQ_LEGACY_BOARD_CONNECTOR_ALIGNMENT,Legacy Main and Sensor Connector Alignment,BOARD_ARCHITECTURE,7,0,0,0,1,5,1,0,0,0
43214420,REQ_INTEGRATED_BOARD_CONNECTOR_LAYOUT,Integrated-Board Connector Layout,BOARD_ARCHITECTURE,6,0,0,0,1,3,0,0,1,1
43214420,REQ_ESP32_ANTENNA_CLEARANCE,ESP32 Antenna Clearance,BOARD_ARCHITECTURE,3,1,0,0,1,1,0,0,0,0
43214420,REQ_POWER_CONVERTER_DECOUPLING,Power-Converter Decoupling,POWER_MANAGEMENT,3,2,0,1,0,0,0,0,0,0
43214420,REQ_CONNECTOR_ASSEMBLY_STYLE,Connector Assembly Style,MANUFACTURING_ARTIFACTS,3,1,0,0,0,1,0,1,0,0
43214420,REQ_COST_OPTIMIZED_INTEGRATED_DESIGN,Cost-Optimized Integrated Design,MANUFACTURING_ARTIFACTS,4,0,0,0,1,3,0,0,0,0
43214420,REQ_NATIVE_USB_INTERFACE,Native USB Enumeration and Flashing,USB_AND_PROGRAMMING,6,0,0,0,1,4,0,0,1,0
43214420,REQ_USB_DATA_ESD_PROTECTION,USB Data-Line ESD Protection,USB_AND_PROGRAMMING,4,0,0,1,1,1,0,0,1,0
43214420,REQ_BATTERY_SAFETY,Battery Electrical Protection,POWER_MANAGEMENT,4,0,0,0,1,3,0,0,0,0
43214420,REQ_BATTERY_THERMAL_MONITORING,Battery NTC Thermal Monitoring,POWER_MANAGEMENT,4,0,0,0,1,3,0,0,0,0
43214420,REQ_DIGITAL_INPUT_BIASING,Panel Button and Switch Input Biasing,CONTROLLER_AND_INPUTS,4,1,0,1,0,1,0,1,0,0
43214420,REQ_LEGACY_MAIN_BOARD_LAYER_STACK,Legacy Main-Board Layer Stack,BOARD_ARCHITECTURE,3,1,0,0,1,0,1,0,0,0
43214420,REQ_AXP_AUXILIARY_PIN_ACCESS,AXP2101 RTC Backup Pin Handling,POWER_MANAGEMENT,5,2,0,1,1,1,0,0,0,0
43214420,REQ_BOM_ASSEMBLY_READINESS,Power-Board BOM Readiness,MANUFACTURING_ARTIFACTS,9,0,1,0,1,3,0,1,3,0
43214420,REQ_LEGACY_MAIN_BOARD_BOM_READINESS,Legacy Main-Board BOM Readiness,MANUFACTURING_ARTIFACTS,4,0,0,0,1,1,0,0,2,0
43214420,REQ_PORTABLE_KICAD_PROJECT,Portable KiCad Footprint Libraries,MANUFACTURING_ARTIFACTS,3,0,0,0,1,0,0,0,1,1
43214420,REQ_PORTABLE_KICAD_3D_MODELS,Portable KiCad 3D-Model References,MANUFACTURING_ARTIFACTS,5,0,0,0,1,2,0,0,2,0
43243270,REQ_CAS_JETS_PORTFOLIO,CAS Jets Business Portfolio,BUSINESS_MARKETING_COLLATERAL,4,1,0,0,1,2,0,0,0,0
43243270,REQ_AIRCRAFT_BUSINESS_BROCHURES,Aircraft Business Brochures,BUSINESS_MARKETING_COLLATERAL,3,1,0,0,1,1,0,0,0,0
43255761,REQ_STYLE_TYPOGRAPHY,Named-Style Typography,WORD_STYLE_SYSTEM,5,1,0,0,1,2,0,1,0,0
43255761,REQ_LIST_TAB_HIERARCHY,Tab-Based List Hierarchy,WORD_STYLE_SYSTEM,3,1,0,0,1,0,0,0,1,0
43255761,REQ_BULLET_VISUAL_DESIGN,Bullet Visual Design,WORD_STYLE_SYSTEM,5,0,0,0,1,2,0,0,2,0
43255761,REQ_NUMBERED_LIST_FORMATTING,Numbered-List Formatting,WORD_STYLE_SYSTEM,3,0,0,1,1,0,0,0,1,0
43255761,REQ_THEME_COLOR_PALETTE,Controlled Theme Color Palette,WORD_STYLE_SYSTEM,4,0,0,0,1,1,0,0,2,0
43255761,REQ_WORD_DEFAULT_LANGUAGE,Danish Word Language Configuration,DOCUMENT_LOCALIZATION,4,1,0,0,1,1,0,1,0,0
43255761,REQ_DANISH_INTERFACE_TEXT,Danish Template Interface Text,DOCUMENT_LOCALIZATION,4,0,0,0,1,3,0,0,0,0
43255761,REQ_LEGACY_COPY_PASTE_STABILITY,Legacy Copy-Paste Stability,WORD_DOCUMENT_STABILITY,4,1,0,0,1,0,0,0,1,1
43255761,REQ_PASTED_TABLE_COLUMN_INTEGRITY,Pasted Table and Column Integrity,WORD_DOCUMENT_STABILITY,3,1,0,0,1,0,0,0,1,0
43255761,REQ_TEXT_FIELD_ARCHITECTURE,Robust Text-Entry Field Architecture,INTERACTIVE_FIELD_BEHAVIOR,3,0,0,0,1,2,0,0,0,0
43255761,REQ_PLACEHOLDER_CLEAR_ON_ACTIVATION,Clear Placeholder on Activation,INTERACTIVE_FIELD_BEHAVIOR,5,0,0,0,1,1,0,0,3,0
43255761,REQ_FIELD_HELP_LABELS,Persistent Interactive-Field Help Labels,INTERACTIVE_FIELD_BEHAVIOR,6,0,0,0,1,5,0,0,0,0
43255761,REQ_FIELD_VISUAL_DISCOVERABILITY,Interactive-Field Visual Discoverability,INTERACTIVE_FIELD_BEHAVIOR,4,1,0,0,1,1,0,1,0,0
43255761,REQ_DATE_PICKER_FIELDS,Consistent Date-Picker Fields,INTERACTIVE_FIELD_BEHAVIOR,3,0,0,0,1,2,0,0,0,0
43255761,REQ_FIELD_CELL_PADDING,Interactive-Field Cell Padding,INTERACTIVE_FIELD_BEHAVIOR,3,0,0,1,1,0,0,0,1,0
43255761,REQ_FIXED_CONTENT_MARGINS,Fixed Content Margins,,3,0,0,1,1,0,0,0,1,0
43255761,REQ_BOARD_MEETING_ROW_WORKFLOW,Board Meeting Row-Insertion Workflow,,5,1,0,0,1,1,0,1,1,0
43255761,REQ_VERSIONED_TEMPLATE_PACKAGE,Versioned Complete Template Package,,3,0,0,0,1,2,0,0,0,0
43255761,REQ_MULTILINE_FIELD_ENTRY,Normal-Enter Multiline Field Entry,INTERACTIVE_FIELD_BEHAVIOR,6,0,0,1,1,1,0,0,3,0
43424400,REQ_SCRIPTED_SHOT_DIRECTION_CONFORMANCE,Conformance to Current Scripted Shot Direction,DIRECTION_AND_APPROVAL_PROCESS,8,1,0,0,1,4,0,1,1,0
43424400,REQ_ARTISTIC_STYLE_FIDELITY,Character Artistic Style Fidelity,VISUAL_ART_DIRECTION,7,1,1,0,1,3,0,0,1,0
43424400,REQ_BACKGROUND_IMAGE_QUALITY,Background and Set Image Quality,VISUAL_ART_DIRECTION,5,1,0,0,0,2,0,1,1,0
43424400,REQ_OPENING_AERIAL_ESTABLISHING_SHOT,Opening Aerial Establishing Shot,SHOT_COMPOSITION,3,1,1,0,1,0,0,0,0,0
43424400,REQ_CC1_Q_DEADWAX_FRAMING_SEQUENCE,CC1 Q and Deadwax Framing Sequence,SHOT_COMPOSITION,3,0,0,0,1,2,0,0,0,0
43424400,REQ_PRE_GENERATION_CLARIFICATION,Clarification Before Generating Deviating Shots,DIRECTION_AND_APPROVAL_PROCESS,6,1,0,0,1,3,0,1,0,0
43503853,REQ_MATCHA_MIXING_QUALITY,Smooth Frothy Matcha Mixing,MIXING_SYSTEM,3,0,0,0,0,3,0,0,0,0
43503853,REQ_MATCHA_WHISK_CONFIGURATION,Matcha-Compatible Whisk Configuration,MIXING_SYSTEM,6,0,0,0,0,6,0,0,0,0
43503853,REQ_SMALL_BOWL_CAPACITY_AND_FORM,Small Bowl Capacity and Form,MIXING_SYSTEM,5,0,0,0,1,4,0,0,0,0
43503853,REQ_QUICK_BOWL_REMOVAL_AND_SWAP,Quick Bowl Removal and Swapping,MIXING_SYSTEM,6,0,0,2,1,3,0,0,0,0
43503853,REQ_SPLASH_CONTROL,Splash-Free Mixing Operation,MIXING_SYSTEM,4,0,0,0,1,3,0,0,0,0
43503853,REQ_CONTROLLED_BUTTON_DISPENSING,Controlled Button-Operated Dispensing,DISPENSING_SYSTEM,6,0,0,0,1,5,0,0,0,0
43503853,REQ_SPOUT_GEOMETRY_AND_ORIENTATION,Spout Geometry and Orientation,DISPENSING_SYSTEM,5,0,0,0,1,4,0,0,0,0
43503853,REQ_LEAK_FREE_PLUMBING,Leak-Free Plumbing and Liquid Containment,DISPENSING_SYSTEM,5,0,0,1,1,2,0,0,1,0
43503853,REQ_SANITARY_FLUID_PATH,Sanitary and Cleanable Fluid Path,,6,0,0,2,1,3,0,0,0,0
43503853,REQ_RAISED_CUP_CLEARANCE_PLATFORM,Raised Cup-Clearance Platform,DEVICE_STRUCTURE,4,0,1,0,1,1,0,0,0,1
43503853,REQ_MAINTENANCE_ACCESS,Maintenance and Service Access,DEVICE_STRUCTURE,4,0,0,1,1,2,0,0,0,0
43503853,REQ_PREMIUM_DJ_VISUAL_IDENTITY,Premium DJ-Style Visual Identity,VISUAL_DESIGN,9,1,1,0,1,6,0,0,0,0
43503853,REQ_BEIGE_GREEN_COLOR_SCHEME,Beige and Green Color Scheme,VISUAL_DESIGN,5,0,0,0,1,4,0,0,0,0
43503853,REQ_BRANDING_AND_PLACARDS,Machine Branding and Placards,VISUAL_DESIGN,7,0,0,0,1,6,0,0,0,0
43503853,REQ_DECORATIVE_LED_LIGHTING,Decorative LED Lighting,VISUAL_DESIGN,6,1,1,0,1,3,0,0,0,0
43503853,REQ_SYSTEM_LAYOUT_AND_CAD,System Layout and CAD Design,ENGINEERING_ARTIFACTS,5,0,0,1,1,3,0,0,0,0
43503853,REQ_COMPONENT_SELECTION_AND_BOM,Component Selection and Bill of Materials,ENGINEERING_ARTIFACTS,17,0,0,5,1,11,0,0,0,0
43503853,REQ_WIRING_PLAN,Electrical Wiring Plan,ENGINEERING_ARTIFACTS,3,0,0,1,1,1,0,0,0,0
43503853,REQ_SIMPLE_OFF_THE_SHELF_V1,Simple Off-the-Shelf V1 Approach,,9,2,0,1,1,3,0,2,0,0
43503853,REQ_DJ_CONTROL_STYLING,DJ-Style Control and Measurement Detailing,VISUAL_DESIGN,6,0,0,0,1,5,0,0,0,0
43531571,REQ_CROWDFUNDING_SAMPLE_SCRIPT,Twelve-Page Crowdfunding Sample Script,GRAPHIC_NOVEL_SCRIPT_ADAPTATION,4,1,0,0,1,1,0,1,0,0
43531571,REQ_FULL_GRAPHIC_NOVEL_SCRIPT,Full Graphic Novel Script,GRAPHIC_NOVEL_SCRIPT_ADAPTATION,8,2,2,0,1,3,0,0,0,0
43711852,REQ_ZEBRA_PRINT,Zebra Repeat Print,PAREO_ARTWORK_DESIGNS,14,0,0,4,1,8,0,0,0,1
43711852,REQ_BASKET_WEAVE_PRINT,Diagonal Basket-Weave Repeat Print,PAREO_ARTWORK_DESIGNS,13,0,0,3,1,8,0,0,0,1
43711852,REQ_MUSTARD_BLOCK_COLOUR_PAREO,Mustard Block-Colour Pareo,PAREO_ARTWORK_DESIGNS,8,0,1,2,1,2,0,1,1,0
43711852,REQ_TERRACOTTA_BLOCK_COLOUR_PAREO,Terracotta Block-Colour Pareo,PAREO_ARTWORK_DESIGNS,7,0,1,2,1,2,0,1,0,0
43711852,REQ_PAREO_ARTWORK_DIMENSIONS,Pareo Artwork Dimensions and Seam Allowance,PRINT_PRODUCTION_SPECIFICATIONS,4,0,0,1,0,2,0,0,1,0
43711852,REQ_PRINT_READY_FILE_SPECIFICATIONS,Print-Ready Artwork Files,PRINT_PRODUCTION_SPECIFICATIONS,4,0,0,1,1,2,0,0,0,0
43711852,REQ_TECHNICAL_SHEET_DOCUMENTATION,Technical Sheet and Colour Reference Documentation,PRINT_PRODUCTION_SPECIFICATIONS,4,0,0,2,1,0,0,0,1,0
